City,Country,City ID,Latitude,Temperature,Wind Speed,Humidity,Cloudiness
Santa Isabel do Rio Negro,BR,3662489,-0.41,24.9,2.22,95,44
Auki,SB,2109701,-8.77,26.45,0.97,100,92
Ekhabi,RU,2122614,53.51,-0.86,8.52,89,0
Cockburn Town,BS,3572627,24.03,23.7,7.32,100,24
Barcelos,BR,3665098,-0.97,24.25,1.67,94,56
Outlook,CA,6095416,51.48,-13.61,2.82,72,20
Chornyanka,UA,710653,46.65,2.4,4.22,95,32
Bucerias,MX,4016734,20.76,24.0,0.72,73,5
Gubkinskiy,RU,1539209,64.43,-17.01,6.82,82,56
Ola,RU,2122574,59.58,-2.0,6.0,74,20
Nome,US,4732862,30.04,22.5,5.7,88,75
Sakata,JP,1853140,38.92,15.15,1.0,59,40
Ushtobe,KZ,1517637,45.25,-0.56,2.02,93,12
Hami,CN,1529484,42.84,11.25,4.87,51,8
Brighton,CA,5908835,44.03,1.45,2.6,47,90
Mount Gambier,AU,2156643,-37.83,20.1,1.92,66,0
Glens Falls,US,5118693,43.31,1.82,2.1,55,1
Coihaique,CL,3894426,-45.58,13.0,3.6,93,64
Guaruja,BR,3461789,-23.99,22.66,4.6,73,0
Buala,SB,2109528,-8.15,28.25,1.67,95,88
Guaymas,MX,4005143,27.92,26.0,6.7,41,5
Dagua,CO,3685292,3.66,20.0,1.0,94,40
Acapulco,MX,3533462,16.86,26.0,2.6,88,5
Butia,BR,3453639,-21.88,23.0,1.0,83,0
Kiruna,SE,605155,67.86,-15.0,2.1,84,88
Beyneu,KZ,610298,45.32,3.85,7.37,68,0
Padang,ID,1633419,-0.92,26.9,0.77,100,20
Huangpu,CN,1796236,31.23,23.48,5.0,64,0
Golyshmanovo,RU,1506422,56.4,-7.66,1.52,77,20
Malibu,US,4196508,33.61,20.82,2.1,32,20
Gravdal,NO,3147822,59.79,0.0,3.6,100,68
Longyearbyen,SJ,2729907,78.22,-12.0,8.2,60,20
Port Blair,IN,1259385,11.67,28.85,3.72,100,0
Boksitogorsk,RU,575410,59.47,1.05,4.47,96,88
